18120,21480
21600,22440
22560,22800
23160,23280
23880,24120
24720,26280
39600,43680
44040,44280
62760,66480
86160,89040
89400,89880
90360,90840
90960,91200
106560,110400
110760,110880
111000,112080
127320,131160
145080,145200
147120,151200
151320,152520
152880,153000
167280,170880
171120,171480
187920,191400
191760,192000
192240,192480
208920,211560
211800,212400
212760,213240
230280,230520
230760,234000
234240,234480
257160,261240
279960,283560
283920,284520
303240,307080
327840,331680
351600,355920
356160,356400
378360,382440
382680,382920
410040,410160
410400,413640
414120,414720
415440,416160
441720,445680
446160,447360
471360,474240
474600,474960
475440,476880
477480,477600
477840,479880
498960,502440
502560,502920
503280,504600
529440,529560
530040,533880
534120,534960
555000,558120
558240,559080
559200,559320
559440,559560
561240,561480
