13200,16080
16680,18960
22080,22200
23160,23280
26160,28800
29520,31560
33360,33480
33720,33840
34440,34560
40320,42720
43320,45360
55080,57600
58080,60120
62280,62400
69480,71760
72240,74760
75600,75720
83040,85200
85560,87600
89400,89520
89640,89760
97800,100200
100680,102840
104880,105000
113040,115320
115920,117960
121080,121680
123000,123840
126360,128520
129000,131280
135000,136200
137280,137520
141600,144120
144480,146880
147960,148680
148800,148920
155040,157440
157920,159960
160680,160800
161160,161640
168600,170880
171360,173760
174600,175440
182760,185040
185520,187920
188160,188400
195720,197880
198480,200640
208920,211320
211800,213960
214920,215040
221040,223440
223920,225960
234480,236520
237120,239160
247320,249600
249960,252000
259320,259440
259800,262200
262920,265200
272760,275160
275640,277920
285600,287880
288480,290880
299520,301920
302520,304680
313200,315480
315960,318480
319560,320280
322920,323040
327000,329160
329640,331560
332640,333000
333120,333360
333600,334200
339720,342240
342360,344400
351960,354360
354720,356520
363600,366000
366240,368040
375840,380760
381360,381480
381600,382080
382440,382560
388200,390600
391080,393120
393720,395400
400680,405960
412440,415200
415680,418440
426240,430440
438720,441360
441720,443400
451800,454080
454920,458280
463680,466200
466920,469200
475800,478200
478800,480720
489000,491400
491520,493320
